file_name,short_arm_lenth,DAPI_short_arm_average_intensity,DAPI_long_arm_average_intensity,SYP-1Phos_short_arm_average_intensity,SYP-1Phos_long_arm_average_intensity,panSYP-1_short_arm_average_intensity,panSYP-1_long_arm_average_intensity
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_07_chr2_str.tif,4,1.0272904909574068,0.9991729665191579,1.237213134765625,0.9928117943254662,1.5520051809457631,0.9832725969505755
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_07_chr3_str.tif,10,0.9670603825495794,1.0028643655936456,1.0534731351412259,0.9953500600961539,0.9456173236553486,1.0047289794105352
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_07_chr4_str.tif,7,0.8577652815934066,1.0086578471206105,1.0204251467526615,0.9987567608173077,0.767278063428271,1.0141657086120401
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_08_chr1_str.tif,59,1.0580187303923565,0.9597280649038461,1.051968610582016,0.9639276150664593,1.0330551127566818,0.9770558629100679
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_08_chr2_str.tif,19,1.0738606935570598,0.9847461100804766,1.1177983457742915,0.975672080764005,1.0805271164125758,0.9833693488385765
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_08_chr3_str.tif,8,0.9970477911142203,1.0002386393987956,1.882384520310622,0.9286963307959402,1.1102837782639723,0.9910882032464063
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_09_chr1_str.tif,34,0.9777941121235153,1.0111030129825367,0.9432767980238971,1.0283616009880514,0.9697535588191106,1.0151231860682974
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_09_chr2_str.tif,24,0.9008129804562299,1.032609302452417,0.9013738387670273,1.0324249749942374,0.9144815298227164,1.0281156614281481
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_10_chr1_str.tif,47,0.9898038324084493,1.0053245609642094,1.0417298661901595,0.9782078408787394,0.9144393995818842,1.0446814903846153
c012_2016_02_11_cosa1gfp_DAPI_GFP_SYP1phos1_SYP1_g1_4_R2_sbs_10_chr2_str.tif,27,1.0544053645555111,0.9850108387706044,1.186004290893207,0.9487538479935244,1.0939584063668537,0.9741134284242543
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_01_chr1_str.tif,36,1.066290048452524,0.9643814665031214,1.1100975101829593,0.9408429887073049,1.0229018121703057,0.9876945837220149
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_01_chr2_str.tif,13,1.1976009572046042,0.9732415614983975,1.1927790895721617,0.9738945594200721,1.2465311987160226,0.966615725786258
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_02_chr1_str.tif,19,1.0623067631895242,0.9896154570997807,1.0111962445834388,0.9981339386439355,1.04855433166751,0.9919076937573802
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_02_chr2_str.tif,38,1.2127161682376013,0.9271782487114518,1.3369256764771003,0.8846561593143625,1.3366327324376899,0.884756488760395
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_02_chr3_str.tif,14,0.890275640802069,1.011463677705224,1.1701853825495794,0.9822193588099167,0.9119058126931662,1.0092039053530424
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_03_chr1_str.tif,13,1.0045114551070173,0.9992846404857528,0.9483878231612888,1.0081823753371248,0.9660572300295858,1.0053811708489682
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_03_chr2_str.tif,15,1.1213006435296475,0.9785939488475679,1.2799311711237982,0.9506004091841064,1.189085427308694,0.9666320524604073
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_03_chr3_str.tif,35,0.8869563176081731,1.0746515769570937,0.9568815461881868,1.0284744506304426,0.7650432209392171,1.155160048530479
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_04_chr1_str.tif,10,1.0007162240835337,0.9999213714470625,0.9456212557279147,1.005975770023246,1.065381563626803,0.9928151869914941
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_04_chr2_str.tif,9,0.9381024613339677,1.0067935678793387,1.0158965281951122,0.9982552877286586,0.9024503006894364,1.010706688628635
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_04_chr3_str.tif,20,1.0516868004432092,0.9835916037087912,1.1160374568058895,0.9631626376011142,1.180219210111178,0.9427875523456578
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_05_chr1_str.tif,15,1.0756409473908253,0.9869584438549955,0.9181197728866186,1.0141173075196177,0.9881355481270032,1.0020455142020337
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_05_chr2_str.tif,15,0.9587124555538862,1.0070377163120083,0.8447451860476762,1.0264638620656688,0.8355725410657051,1.0280275144777098
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_06_chr1_str.tif,21,1.0596066429501487,0.9876065628272562,1.2962769448975504,0.938397909427361,1.24420166015625,0.9492254438785225
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_06_chr2_str.tif,25,1.0938131009615384,0.9627725789835165,1.0712107496995191,0.9717417659922543,0.9416323617788461,1.0231616866748703
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_07_chr1_str.tif,19,1.0429079619496457,0.9899351694192189,1.0916565188512146,0.978500322738604,0.9009495785361842,1.023233933552944
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_07_chr2_str.tif,15,0.9767111753806089,1.0033589199449888,0.9745929424579327,1.0036644568810096,1.0372577373798078,0.9946262878779124
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_08_chr1_str.tif,67,1.0555480186208381,0.9572218566948497,0.9478375054938648,1.0401710624930924,1.1023732655083955,0.921160818516523
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_08_chr2_str.tif,19,0.9413300178311614,1.0142916165865385,0.8616536870176493,1.0336995924248027,0.7900368385469383,1.051144932854105
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_08_chr3_str.tif,15,1.0333826309595353,0.9954478017100088,1.1044752854567308,0.9857534555288462,0.9563082963992388,1.0059580556162588
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_09_chr1_str.tif,24,1.1997338319436097,0.9369262201100709,1.282984122251853,0.910636623861336,1.2823875622871594,0.9108249803303707
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_09_chr2_str.tif,13,1.0402342666535689,0.9916978027939942,1.008851181120562,0.998173565800519,0.9193649743435651,1.0166390480721534
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_09_chr3_str.tif,4,1.267496109008789,0.9869514164736749,1.1451788682204027,0.9929180896751876,0.7177985998300406,1.0137660042653611
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_09_chr4_str.tif,11,1.0153316684536167,0.9981261685363247,0.9824075765543051,1.0021501068376069,0.8596735067300864,1.0171509832398504
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_10_chr1_str.tif,35,0.9890076354309753,1.0081857035085924,0.9011576558207418,1.073606000984554,0.9655948177798763,1.0256208803766877
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_10_chr2_str.tif,11,0.9135482894790756,1.0095096529447116,0.9149387599704982,1.0093565955528847,0.8918208409022618,1.0118997896634616
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_10_chr3_str.tif,15,1.0698101337139423,0.9903930577915491,1.0740606845953526,0.9898081195968595,1.0692057291666666,0.9904761896557428
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_11_chr1_str.tif,28,0.9115333976326409,1.04587157159789,1.018704844045115,0.9903011485042735,0.9644458477313702,1.0184354863615117
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_11_chr2_str.tif,13,1.0871599186101608,0.9884380059114992,1.38212459045049,0.9493099673763736,1.1916520158214683,0.9745767973655809
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_11_chr3_str.tif,49,0.9103235457343996,1.0627735850575206,1.0392313287995487,0.972538069840316,0.9169263615151589,1.0581514798677885
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_12_chr1_str.tif,11,0.9123083794867242,1.013397412422376,1.029173097410402,0.9955429990067441,0.6008950613595389,1.060974381927751
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_12_chr2_str.tif,18,0.9490104740501469,1.0101979834401709,0.7975358229417068,1.040492913661859,0.7340081369774973,1.0531983465211003
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_12_chr3_str.tif,4,1.022511702317458,0.9991423778044872,0.824733147254357,1.0066769330929488,0.84303041604849,1.005979746165293
c012_2016_02_17_cosa1gfp_GFPSYP1P2SYP1_eg_01_5_R2_sbs_13_chr1_str.tif,23,1.0804978182483278,0.9807140643780048,1.1159106608617266,0.9722297864082532,1.0747256071671196,0.9820971366686698
